vote_2016,vote_2020,sex,race,household_income,education,state,age,vote_trump,vote_biden,not_sure,someone_else
Was not eligible to vote,Donald Trump,male,white,"$100,000 to $124,999","Completed some college, but no degree",NC,19,1,0,0,0
Donald Trump,Donald Trump,male,white,"$125,000 to $149,999",Masters degree,WA,45,1,0,0,0
Donald Trump,I am not sure/don't know,female,white,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",WI,46,0,0,1,0
Donald Trump,Donald Trump,male,white,"$150,000 to $174,999","Completed some college, but no degree",MA,53,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$50,000 to $54,999","Completed some college, but no degree",DC,33,0,1,0,0
Was not eligible to vote,Donald Trump,female,white,NA,"Completed some college, but no degree",TN,19,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$55,000 to $59,999",High school graduate,OH,30,0,1,0,0
Hillary Clinton,I am not sure/don't know,female,black/african american/negro,"Less than $14,999",Associate Degree,WA,49,0,0,1,0
Donald Trump,I am not sure/don't know,male,"other race, nec","$175,000 to $199,999",Masters degree,PA,40,0,0,1,0
Donald Trump,Donald Trump,male,white,"$95,000 to $99,999",Associate Degree,FL,65,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$60,000 to $64,999","Completed some college, but no degree",FL,64,0,1,0,0
Donald Trump,Donald Trump,female,white,"$20,000 to $24,999","Completed some college, but no degree",FL,43,1,0,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999",Masters degree,NY,42,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$15,000 to $19,999",High school graduate,CA,50,0,1,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999",Masters degree,CA,36,1,0,0,0
Hillary Clinton,I am not sure/don't know,female,black/african american/negro,NA,"Completed some college, but no degree",SC,21,0,0,1,0
Was not eligible to vote,Joe Biden,female,other asian or pacific islander,NA,High school graduate,NC,18,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",FL,34,0,1,0,0
Was not eligible to vote,Joe Biden,female,black/african american/negro,NA,"Completed some college, but no degree",FL,19,0,1,0,0
Was not eligible to vote,Donald Trump,female,white,"$55,000 to $59,999","Completed some college, but no degree",GA,28,1,0,0,0
Was not eligible to vote,Joe Biden,female,black/african american/negro,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",FL,32,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$70,000 to $74,999",Masters degree,MA,70,0,1,0,0
Donald Trump,Donald Trump,female,white,"$250,000 and above",Masters degree,NY,53,1,0,0,0
Donald Trump,Donald Trump,female,white,"$15,000 to $19,999","Completed some college, but no degree",NC,22,1,0,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$80,000 to $84,999",Masters degree,CA,35,0,1,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,black/african american/negro,"$20,000 to $24,999",Associate Degree,GA,21,0,0,1,0
Hillary Clinton,Joe Biden,female,white,"$15,000 to $19,999",High school graduate,MA,69,0,1,0,0
Was not eligible to vote,Someone else,female,white,"$75,000 to $79,999","Completed some college, but no degree",VA,21,0,0,0,1
Someone else:,I am not sure/don't know,female,black/african american/negro,"Less than $14,999","Completed some college, but no degree",GA,25,0,0,1,0
Donald Trump,Donald Trump,male,white,"$50,000 to $54,999","Completed some graduate, but no degree",SC,40,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$50,000 to $54,999",Associate Degree,CA,59,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$85,000 to $89,999",Doctorate degree,CA,66,0,1,0,0
Was not eligible to vote,I am not sure/don't know,female,american indian or alaska native,"Less than $14,999",High school graduate,OH,34,0,0,1,0
Was not eligible to vote,Donald Trump,female,white,"Less than $14,999",High school graduate,CO,75,1,0,0,0
Donald Trump,Donald Trump,female,white,"$60,000 to $64,999",High school graduate,NC,64,1,0,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Masters degree,NY,40,1,0,0,0
Hillary Clinton,Donald Trump,female,white,"Less than $14,999",High school graduate,FL,58,1,0,0,0
Donald Trump,Donald Trump,male,white,"$150,000 to $174,999",Masters degree,NY,43,1,0,0,0
Was not eligible to vote,Joe Biden,female,white,"Less than $14,999","College Degree (such as B.A., B.S.)",OH,28,0,1,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"$60,000 to $64,999",Associate Degree,NY,27,0,0,1,0
Donald Trump,Donald Trump,male,"other race, nec","$95,000 to $99,999",High school graduate,CA,40,1,0,0,0
"Did not vote, but was eligible",Donald Trump,female,other asian or pacific islander,"$40,000 to $44,999","Completed some college, but no degree",NJ,25,1,0,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",VA,44,0,1,0,0
Hillary Clinton,Joe Biden,male,black/african american/negro,"Less than $14,999",High school graduate,IL,26,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",IA,51,0,1,0,0
Jill Stein,Someone else,female,white,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",NY,25,0,0,0,1
Donald Trump,I am not sure/don't know,male,white,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",IA,53,0,0,1,0
"Did not vote, but was eligible",Donald Trump,female,white,"$95,000 to $99,999",Other post high school vocational training,MA,55,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",KY,27,0,1,0,0
Donald Trump,Joe Biden,female,white,"$100,000 to $124,999",Masters degree,VA,41,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"Less than $14,999","College Degree (such as B.A., B.S.)",GA,71,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"$35,000 to $39,999","Completed some college, but no degree",FL,30,0,1,0,0
"Did not vote, but was eligible",Donald Trump,female,black/african american/negro,"$25,000 to $29,999","Completed some college, but no degree",AL,28,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",NY,62,0,1,0,0
Donald Trump,Donald Trump,female,black/african american/negro,"$20,000 to $24,999",Associate Degree,CO,27,1,0,0,0
Donald Trump,Donald Trump,male,white,NA,"Completed some college, but no degree",PA,40,1,0,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Masters degree,TX,40,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$150,000 to $174,999","Completed some graduate, but no degree",OH,40,0,1,0,0
Hillary Clinton,Joe Biden,female,other asian or pacific islander,"$30,000 to $34,999",High school graduate,KS,27,0,1,0,0
Hillary Clinton,Joe Biden,female,"other race, nec","$25,000 to $29,999","Completed some college, but no degree",WA,63,0,1,0,0
Hillary Clinton,I am not sure/don't know,female,black/african american/negro,"Less than $14,999","Completed some college, but no degree",OK,32,0,0,1,0
Hillary Clinton,Someone else,male,white,"$25,000 to $29,999",Masters degree,FL,78,0,0,0,1
Hillary Clinton,Joe Biden,female,white,"$25,000 to $29,999",High school graduate,WI,63,0,1,0,0
Donald Trump,Donald Trump,female,white,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",FL,64,1,0,0,0
Hillary Clinton,Joe Biden,female,"other race, nec","Less than $14,999",Associate Degree,TX,46,0,1,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"$95,000 to $99,999","Completed some graduate, but no degree",OH,41,0,0,1,0
Hillary Clinton,Joe Biden,female,chinese,"$40,000 to $44,999","Completed some college, but no degree",NY,20,0,1,0,0
Hillary Clinton,Joe Biden,male,white,NA,Associate Degree,DE,77,0,1,0,0
Don't recall,Joe Biden,female,"other race, nec","$15,000 to $19,999","Completed some college, but no degree",TX,31,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"Less than $14,999","Completed some college, but no degree",FL,61,0,1,0,0
Don't recall,Joe Biden,female,black/african american/negro,"Less than $14,999",High school graduate,NJ,52,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$100,000 to $124,999",Masters degree,NY,43,0,1,0,0
Donald Trump,Donald Trump,female,white,NA,Other post high school vocational training,TX,77,1,0,0,0
Was not eligible to vote,I am not sure/don't know,female,black/african american/negro,"$15,000 to $19,999","Completed some graduate, but no degree",AR,18,0,0,1,0
Hillary Clinton,Joe Biden,male,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",VA,77,0,1,0,0
Gary Johnson,Donald Trump,male,white,"$40,000 to $44,999","Completed some college, but no degree",FL,49,1,0,0,0
Donald Trump,Donald Trump,male,"other race, nec","$55,000 to $59,999","College Degree (such as B.A., B.S.)",NV,46,1,0,0,0
Donald Trump,Donald Trump,male,white,"$250,000 and above","College Degree (such as B.A., B.S.)",IN,35,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,75,0,1,0,0
Donald Trump,Donald Trump,male,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",NY,28,1,0,0,0
"Did not vote, but was eligible",Donald Trump,female,american indian or alaska native,"$35,000 to $39,999","Completed some college, but no degree",NC,45,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,36,0,1,0,0
Hillary Clinton,Joe Biden,female,other asian or pacific islander,"$20,000 to $24,999",High school graduate,OR,30,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"Less than $14,999","College Degree (such as B.A., B.S.)",AL,40,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$95,000 to $99,999",Associate Degree,FL,44,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"Less than $14,999",High school graduate,TX,25,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$20,000 to $24,999","Completed some college, but no degree",OH,41,0,1,0,0
Donald Trump,Donald Trump,male,white,"$15,000 to $19,999",High school graduate,FL,28,1,0,0,0
Was not eligible to vote,Joe Biden,male,white,"$20,000 to $24,999","Completed some college, but no degree",UT,34,0,1,0,0
Jill Stein,Donald Trump,male,white,"$175,000 to $199,999",Masters degree,TX,39,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$30,000 to $34,999","Completed some college, but no degree",MI,63,0,1,0,0
Donald Trump,Donald Trump,male,american indian or alaska native,"$50,000 to $54,999","Completed some college, but no degree",CA,35,1,0,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Masters degree,NY,45,1,0,0,0
"Did not vote, but was eligible",Donald Trump,female,"other race, nec","$40,000 to $44,999","Completed some college, but no degree",PA,49,1,0,0,0
Hillary Clinton,I am not sure/don't know,female,black/african american/negro,"$25,000 to $29,999",High school graduate,GA,63,0,0,1,0
Hillary Clinton,Joe Biden,male,white,"$35,000 to $39,999",Associate Degree,OH,52,0,1,0,0
Donald Trump,Donald Trump,female,white,"$150,000 to $174,999",Associate Degree,NY,46,1,0,0,0
Donald Trump,Donald Trump,female,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",ME,46,1,0,0,0
Donald Trump,Donald Trump,male,white,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",TN,61,1,0,0,0
Hillary Clinton,I am not sure/don't know,male,white,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",NC,32,0,0,1,0
Hillary Clinton,Donald Trump,female,american indian or alaska native,"Less than $14,999","Completed some college, but no degree",CO,47,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"$25,000 to $29,999",Other post high school vocational training,TX,33,0,1,0,0
Hillary Clinton,Joe Biden,male,"other race, nec","$50,000 to $54,999","Completed some college, but no degree",FL,43,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"Less than $14,999",Other post high school vocational training,CA,60,0,1,0,0
Donald Trump,Donald Trump,male,white,"$150,000 to $174,999",Masters degree,IL,39,1,0,0,0
"Did not vote, but was eligible",Someone else,male,white,"$25,000 to $29,999",High school graduate,UT,29,0,0,0,1
Someone else:,Someone else,male,white,"$30,000 to $34,999",High school graduate,MI,43,0,0,0,1
Hillary Clinton,Joe Biden,female,white,"$85,000 to $89,999","Completed some graduate, but no degree",GA,35,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"Less than $14,999",High school graduate,TX,33,0,1,0,0
Donald Trump,Donald Trump,male,black/african american/negro,NA,"Completed some graduate, but no degree",NC,59,1,0,0,0
Hillary Clinton,Joe Biden,female,"other race, nec","$70,000 to $74,999","College Degree (such as B.A., B.S.)",NY,51,0,1,0,0
Donald Trump,Donald Trump,female,white,"$70,000 to $74,999","Completed some college, but no degree",CO,72,1,0,0,0
Donald Trump,Donald Trump,male,white,"$125,000 to $149,999",Masters degree,TX,41,1,0,0,0
Donald Trump,Donald Trump,male,white,"$45,000 to $49,999",Masters degree,NJ,80,1,0,0,0
Donald Trump,Donald Trump,female,other asian or pacific islander,"$100,000 to $124,999",Masters degree,VA,39,1,0,0,0
Hillary Clinton,Joe Biden,male,white,NA,Associate Degree,CA,44,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",FL,66,0,1,0,0
Donald Trump,Donald Trump,female,white,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",TX,31,1,0,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",TX,35,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",IL,43,0,1,0,0
Donald Trump,Donald Trump,female,white,"$55,000 to $59,999","Completed some college, but no degree",TX,28,1,0,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999","Completed some college, but no degree",VA,81,1,0,0,0
Was not eligible to vote,I am not sure/don't know,female,other asian or pacific islander,"$175,000 to $199,999","Completed some college, but no degree",VA,18,0,0,1,0
Donald Trump,Donald Trump,male,white,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NC,62,1,0,0,0
"Did not vote, but was eligible",Joe Biden,male,white,NA,"College Degree (such as B.A., B.S.)",MN,29,0,1,0,0
"Did not vote, but was eligible",Joe Biden,male,white,"Less than $14,999",Other post high school vocational training,VA,65,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$100,000 to $124,999",Associate Degree,CA,53,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$15,000 to $19,999",Associate Degree,NY,53,0,1,0,0
Donald Trump,Donald Trump,male,white,"$125,000 to $149,999",Masters degree,VA,41,1,0,0,0
Jill Stein,Joe Biden,female,white,"$125,000 to $149,999",Other post high school vocational training,WI,41,0,1,0,0
Donald Trump,Donald Trump,male,"other race, nec","$100,000 to $124,999",Masters degree,FL,56,1,0,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"$125,000 to $149,999",Associate Degree,NJ,56,0,0,1,0
Donald Trump,Joe Biden,male,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",KY,25,0,1,0,0
Was not eligible to vote,Joe Biden,male,white,"$15,000 to $19,999",High school graduate,NY,56,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$50,000 to $54,999",Associate Degree,WI,74,0,1,0,0
Was not eligible to vote,I am not sure/don't know,male,black/african american/negro,"$15,000 to $19,999",High school graduate,TX,20,0,0,1,0
Donald Trump,Donald Trump,male,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",MI,34,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,47,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"$45,000 to $49,999",Associate Degree,NC,41,0,1,0,0
Hillary Clinton,Joe Biden,male,"other race, nec","$55,000 to $59,999","Completed some college, but no degree",IL,35,0,1,0,0
Donald Trump,Donald Trump,male,white,"$55,000 to $59,999","Completed some college, but no degree",FL,62,1,0,0,0
"Did not vote, but was eligible",Joe Biden,male,other asian or pacific islander,"$30,000 to $34,999",Associate Degree,TX,31,0,1,0,0
Was not eligible to vote,Donald Trump,female,other asian or pacific islander,"$65,000 to $69,999","Completed some college, but no degree",PA,42,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",TX,50,0,1,0,0
Gary Johnson,Joe Biden,female,"other race, nec","$15,000 to $19,999",Associate Degree,AR,62,0,1,0,0
Donald Trump,Someone else,female,black/african american/negro,"$25,000 to $29,999","Completed some college, but no degree",TX,75,0,0,0,1
Donald Trump,Donald Trump,male,white,"$45,000 to $49,999",Associate Degree,CO,48,1,0,0,0
Donald Trump,Joe Biden,male,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",FL,51,0,1,0,0
Donald Trump,Donald Trump,male,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",GA,50,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$40,000 to $44,999",Associate Degree,OK,38,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,37,0,1,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",MD,40,0,1,0,0
Donald Trump,Donald Trump,male,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",OH,64,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$25,000 to $29,999",Other post high school vocational training,GA,52,0,1,0,0
Jill Stein,I am not sure/don't know,male,american indian or alaska native,"Less than $14,999",High school graduate,NJ,35,0,0,1,0
Hillary Clinton,Joe Biden,female,other asian or pacific islander,"$65,000 to $69,999",Associate Degree,MD,48,0,1,0,0
Donald Trump,Donald Trump,female,white,"$40,000 to $44,999",Associate Degree,FL,51,1,0,0,0
